"customerID","gender","SeniorCitizen","Partner","Dependents","tenure","PhoneService","MultipleLines","InternetService","OnlineSecurity","OnlineBackup","DeviceProtection","TechSupport","StreamingTV","StreamingMovies","Contract","PaperlessBilling","PaymentMethod","MonthlyCharges","TotalCharges","numAdminTickets","numTechTickets","Churn","Churn_Prob","Churn_Risk_Group"
"0215-BQKGS","Male",0,"No","No",30,"Yes","No","Fiber optic","Yes","Yes","Yes","No","No","No","Month-to-month","Yes","Credit card (automatic)",84.3,2438.6,0,0,"No",0.390196437907801,"Moderate Risk"
"9244-ZVAPM","Male",0,"No","No",1,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","No","Mailed check",45.6,45.6,0,0,"No",0.311375656170084,"Moderate Risk"
"0719-SYFRB","Female",0,"No","No",12,"Yes","Yes","DSL","Yes","No","Yes","Yes","No","No","Month-to-month","Yes","Mailed check",61.65,713.75,0,1,"Yes",0.376922877038464,"Moderate Risk"
"8208-EUMTE","Male",0,"No","No",16,"No","No phone service","DSL","Yes","Yes","Yes","Yes","Yes","No","Two year","No","Mailed check",54.85,916.15,0,0,"No",0.0428084732966576,"Low Risk"
"5172-MIGPM","Male",0,"No","No",4,"Yes","Yes","DSL","No","No","No","Yes","No","Yes","Month-to-month","No","Mailed check",65.55,237.2,0,0,"No",0.363756635414435,"Moderate Risk"
"1710-RCXUS","Male",0,"Yes","No",51,"Yes","Yes","Fiber optic","No","Yes","No","No","No","Yes","One year","Yes","Credit card (automatic)",90.35,4614.55,0,0,"No",0.134055124123731,"Low Risk"
"0374-FIUCA","Male",0,"Yes","No",65,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","Yes","Credit card (automatic)",20.4,1414.45,0,0,"No",0.00313867001937812,"Low Risk"
"5839-SUYVZ","Male",0,"No","No",16,"Yes","No","Fiber optic","No","No","No","Yes","No","No","Month-to-month","Yes","Credit card (automatic)",74.55,1170.5,0,0,"No",0.461579495882425,"Moderate Risk"
"5173-ZXXXL","Male",0,"No","No",2,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Mailed check",19.95,47.7,0,0,"No",0.0985884080276436,"Low Risk"
"1096-ADRUX","Female",0,"Yes","Yes",66,"Yes","Yes","Fiber optic","No","No","No","No","No","No","One year","Yes","Bank transfer (automatic)",74.25,4859.25,0,0,"No",0.0492051364285262,"Low Risk"
"2001-MCUUW","Male",0,"No","No",46,"Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","Two year","No","Electronic check",108.65,4903.2,0,0,"No",0.105067939431964,"Low Risk"
"2731-GJRDG","Female",0,"No","No",32,"Yes","Yes","Fiber optic","Yes","No","Yes","Yes","Yes","Yes","One year","Yes","Bank transfer (automatic)",109.55,3608,0,0,"No",0.333990968979997,"Moderate Risk"
"4723-BEGSG","Male",0,"Yes","No",72,"Yes","Yes","DSL","Yes","No","Yes","Yes","Yes","Yes","Two year","No","Credit card (automatic)",86.65,6094.25,0,0,"No",0.015495084019096,"Low Risk"
"6516-NKQBO","Male",0,"Yes","Yes",38,"Yes","No","DSL","Yes","No","Yes","Yes","Yes","Yes","Two year","No","Credit card (automatic)",81,3084.9,0,0,"No",0.0431341702211391,"Low Risk"
"8672-OAUPW","Male",0,"No","Yes",51,"Yes","No","DSL","No","No","No","Yes","No","No","One year","No","Credit card (automatic)",47.85,2356.75,0,0,"No",0.0238451354137695,"Low Risk"
"8207-DMRVL","Male",0,"Yes","Yes",72,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","No","Bank transfer (automatic)",114.55,8306.05,0,0,"No",0.0456521807354296,"Low Risk"
"3419-SNJJD","Female",1,"Yes","No",65,"Yes","Yes","Fiber optic","Yes","No","Yes","No","Yes","Yes","Month-to-month","No","Bank transfer (automatic)",105.25,6786.4,0,6,"Yes",0.201946865160415,"Low Risk"
"6543-CPZMK","Male",0,"Yes","Yes",9,"No","No phone service","DSL","No","Yes","No","No","No","No","Month-to-month","Yes","Electronic check",29.95,248.95,0,0,"Yes",0.408318944176063,"Moderate Risk"
"4765-OXPPD","Female",0,"Yes","Yes",9,"Yes","No","DSL","Yes","Yes","Yes","Yes","No","No","Month-to-month","No","Mailed check",65,663.05,2,0,"Yes",0.322313459458008,"Moderate Risk"
"2804-ETQDK","Male",0,"No","Yes",66,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check",20.55,1357.1,1,0,"No",0.00147261137808756,"Low Risk"
"6689-VRRTK","Female",1,"No","No",44,"Yes","Yes","Fiber optic","Yes","Yes","Yes","No","Yes","Yes","One year","Yes","Credit card (automatic)",109.8,4860.35,4,0,"No",0.260992327577774,"Moderate Risk"
"7138-GIRSH","Male",0,"No","No",50,"Yes","Yes","DSL","No","No","Yes","Yes","No","Yes","Two year","No","Bank transfer (automatic)",69.5,3418.2,0,0,"No",0.0195879124841633,"Low Risk"
"9396-ZSFLL","Female",0,"No","No",15,"Yes","Yes","DSL","No","No","No","No","No","No","Month-to-month","No","Mailed check",48.85,631.4,3,0,"No",0.1992114369223,"Low Risk"
"6464-KEXXH","Male",0,"No","No",8,"No","No phone service","DSL","No","No","No","No","No","No","Month-to-month","Yes","Credit card (automatic)",25.25,186.3,0,0,"No",0.301372026600956,"Moderate Risk"
"7134-MJPDY","Female",1,"No","No",66,"Yes","Yes","Fiber optic","No","No","Yes","Yes","Yes","Yes","One year","Yes","Credit card (automatic)",102.85,6976.75,0,0,"No",0.134169716906372,"Low Risk"
"5240-CAOYT","Female",0,"No","No",57,"Yes","Yes","Fiber optic","Yes","Yes","No","Yes","No","No","Month-to-month","Yes","Bank transfer (automatic)",87.55,4884.85,0,0,"No",0.216203136599626,"Low Risk"
"4059-IIEBK","Female",0,"No","No",7,"Yes","Yes","Fiber optic","No","Yes","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",78.55,522.95,0,0,"No",0.565806200309432,"High Risk"
"4881-JVQOD","Male",1,"Yes","Yes",10,"No","No phone service","DSL","No","No","No","No","No","Yes","Month-to-month","Yes","Bank transfer (automatic)",34.55,362.6,1,0,"No",0.322610105406993,"Moderate Risk"
"0516-UXRMT","Female",0,"No","No",62,"Yes","Yes","Fiber optic","Yes","Yes","Yes","No","No","No","One year","Yes","Electronic check",92.05,5755.8,3,0,"No",0.149942826857557,"Low Risk"
"4851-BQDNX","Male",0,"Yes","Yes",40,"Yes","No","Fiber optic","No","No","Yes","No","Yes","No","One year","Yes","Electronic check",85.05,3355.65,3,0,"No",0.224558691413542,"Low Risk"
"5148-HKFIR","Female",0,"No","No",20,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check",19.7,406.95,0,0,"No",0.0161354183314473,"Low Risk"
"1009-IRMNA","Female",0,"No","No",7,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Bank transfer (automatic)",20,137.6,2,0,"Yes",0.205754185785172,"Low Risk"
"3003-CMDUU","Female",0,"Yes","No",25,"Yes","No","Fiber optic","No","No","No","Yes","Yes","Yes","Month-to-month","Yes","Electronic check",95.15,2395.7,2,0,"No",0.611737265892171,"High Risk"
"5016-IBERQ","Male",0,"Yes","No",23,"Yes","Yes","Fiber optic","No","Yes","Yes","No","No","No","Month-to-month","No","Electronic check",84.25,1968.1,0,0,"No",0.449307305413608,"Moderate Risk"
"6797-UCJHZ","Female",1,"Yes","No",66,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","One year","No","Credit card (automatic)",104.6,6819.45,0,0,"No",0.0879878346864369,"Low Risk"
"2469-DTSGX","Female",1,"No","No",72,"Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","Two year","No","Electronic check",111.65,7943.45,5,0,"No",0.0591906687875649,"Low Risk"
"4554-YGZIH","Male",1,"Yes","No",49,"Yes","Yes","Fiber optic","No","Yes","No","No","No","Yes","Month-to-month","No","Credit card (automatic)",90.05,4547.25,5,3,"Yes",0.208883382243955,"Low Risk"
"5099-BAILX","Male",1,"Yes","Yes",43,"Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)",110.75,4687.9,0,4,"Yes",0.472593454343719,"Moderate Risk"
"9931-KGHOA","Female",0,"Yes","No",46,"Yes","Yes","DSL","Yes","No","No","No","No","No","Month-to-month","No","Bank transfer (automatic)",55,2473.95,0,0,"No",0.0865671513897666,"Low Risk"
"1775-KWJKQ","Male",0,"Yes","Yes",72,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","No","Credit card (automatic)",89.85,6562.9,0,0,"No",0.01862011162988,"Low Risk"
"7665-VIGUD","Male",0,"No","No",10,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Mailed check",20.35,176.3,1,0,"No",0.0667603051600108,"Low Risk"
"9411-TPQQV","Female",0,"No","No",40,"No","No phone service","DSL","Yes","No","No","Yes","Yes","Yes","One year","Yes","Bank transfer (automatic)",54.55,2236.2,0,0,"No",0.0744180034015971,"Low Risk"
"7207-RMRDB","Female",0,"Yes","Yes",65,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",105.5,6985.65,0,6,"Yes",0.394907534898814,"Moderate Risk"
"7954-MLBUN","Male",0,"No","No",31,"Yes","No","Fiber optic","No","No","Yes","Yes","Yes","Yes","Two year","No","Bank transfer (automatic)",99.45,3109.9,0,1,"No",0.0868359431033137,"Low Risk"
"2077-DDHJK","Female",0,"Yes","No",68,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","No","No","Two year","No","Credit card (automatic)",70.9,4911.35,0,0,"No",0.0106978600708027,"Low Risk"
"4913-EHYUI","Male",1,"Yes","Yes",56,"Yes","Yes","Fiber optic","Yes","No","Yes","No","Yes","Yes","One year","Yes","Bank transfer (automatic)",104.55,5794.65,0,5,"Yes",0.171297159357928,"Low Risk"
"0195-IESCP","Male",0,"Yes","No",10,"Yes","Yes","Fiber optic","No","No","No","No","No","Yes","Month-to-month","Yes","Electronic check",85.25,855.3,0,0,"Yes",0.674258544209239,"High Risk"
"9574-BOSMD","Male",0,"Yes","Yes",68,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Bank transfer (automatic)",25.4,1620.2,0,0,"No",0.00192546161040914,"Low Risk"
"4580-TMHJU","Female",0,"Yes","Yes",43,"Yes","No","DSL","No","No","No","No","Yes","No","Month-to-month","No","Electronic check",56.15,2499.3,0,0,"Yes",0.150935121397743,"Low Risk"
"0970-ETWGE","Male",0,"No","No",1,"Yes","No","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",89.55,89.55,0,1,"Yes",0.753662575584404,"Very High Risk"
"4908-XAXAY","Female",1,"No","No",49,"Yes","No","Fiber optic","No","Yes","Yes","No","No","Yes","One year","Yes","Bank transfer (automatic)",89.85,4287.2,0,0,"No",0.13615641509421,"Low Risk"
"8404-VLQFB","Female",0,"Yes","Yes",15,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Electronic check",25.25,394.85,0,0,"No",0.317545555912448,"Moderate Risk"
"1626-ERCMM","Male",1,"Yes","No",20,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",94.55,1899.65,0,2,"Yes",0.645357375386874,"High Risk"
"0887-HJGAR","Male",0,"No","No",1,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",45.7,45.7,0,0,"Yes",0.418184753595226,"Moderate Risk"
"2391-IPLOP","Male",0,"Yes","Yes",50,"Yes","Yes","DSL","No","No","Yes","Yes","Yes","No","One year","Yes","Electronic check",69.65,3442.15,0,0,"No",0.111560304173837,"Low Risk"
"5644-PDMZC","Female",1,"No","No",2,"Yes","Yes","Fiber optic","No","Yes","No","No","No","Yes","Month-to-month","No","Electronic check",89.5,161.5,0,0,"Yes",0.649580365350859,"High Risk"
"3509-GWQGF","Male",1,"No","No",24,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Credit card (automatic)",70,1732.6,2,0,"No",0.267219638336573,"Moderate Risk"
"9576-ANLXO","Female",0,"No","No",3,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",69.55,222.3,0,0,"Yes",0.563221552947568,"High Risk"
"2024-BASKD","Female",0,"No","No",1,"Yes","No","Fiber optic","No","No","Yes","No","No","No","Month-to-month","Yes","Mailed check",74.6,74.6,2,0,"Yes",0.548512215559503,"High Risk"
"5845-BZZIB","Male",0,"Yes","Yes",35,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check",20.1,655.3,0,0,"No",0.00731305238752935,"Low Risk"
"1140-UKVZG","Female",0,"No","No",17,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",24.8,475.25,0,0,"No",0.121169370910983,"Low Risk"
"4160-AMJTL","Female",1,"No","No",8,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Electronic check",19.65,164.3,0,0,"Yes",0.272534400875054,"Moderate Risk"
"5183-SNMJQ","Male",0,"No","No",10,"Yes","No","Fiber optic","No","No","No","Yes","Yes","Yes","Month-to-month","Yes","Credit card (automatic)",95.1,865.1,4,0,"No",0.617636208269202,"High Risk"
"8100-PNJMH","Male",0,"Yes","Yes",68,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)",88.85,6132.7,0,0,"No",0.0320979273604224,"Low Risk"
"7838-LAZFO","Male",0,"Yes","No",45,"Yes","No","DSL","Yes","Yes","Yes","No","Yes","Yes","One year","No","Bank transfer (automatic)",78.8,3597.5,0,0,"No",0.0784165926760245,"Low Risk"
"4464-JCOLN","Male",0,"Yes","Yes",2,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Mailed check",19.85,35.9,0,0,"Yes",0.0981402330738495,"Low Risk"
"2085-JVGAD","Male",0,"Yes","No",37,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Bank transfer (automatic)",20.35,697.65,0,0,"No",0.0501255934198715,"Low Risk"
"5650-VDUDS","Female",0,"No","No",4,"No","No phone service","DSL","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",24.25,96.05,2,0,"Yes",0.294178457764361,"Moderate Risk"
"8095-WANWK","Female",0,"No","No",10,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","No","Mailed check",45.25,428.7,0,0,"No",0.227997894761718,"Low Risk"
"3030-ZKIWL","Male",0,"No","No",1,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",20.05,20.05,0,0,"No",0.221362679311884,"Low Risk"
"9565-FLVCG","Male",0,"Yes","Yes",65,"Yes","Yes","DSL","Yes","Yes","No","No","No","Yes","Two year","Yes","Mailed check",69.55,4459.15,0,0,"No",0.0138636782862546,"Low Risk"
"8755-OGKNA","Female",0,"Yes","Yes",57,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Bank transfer (automatic)",19.5,1167.6,0,0,"No",0.00290358458453422,"Low Risk"
"2800-VEQXM","Female",0,"No","No",3,"Yes","No","Fiber optic","No","No","Yes","No","No","No","Month-to-month","Yes","Mailed check",74.75,238.1,0,0,"No",0.531398817485624,"High Risk"
"7538-GWHML","Female",0,"No","No",2,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Electronic check",69.65,145.15,0,0,"Yes",0.564056461623212,"High Risk"
"5533-RJFTJ","Male",0,"No","No",49,"No","No phone service","DSL","No","No","Yes","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",30.2,1453.1,0,0,"No",0.0575472746409775,"Low Risk"
"3859-CVCET","Female",0,"No","No",4,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","No","Mailed check",45.65,191.05,0,0,"Yes",0.283373516902292,"Moderate Risk"
"0214-JHPFW","Female",0,"Yes","No",70,"No","No phone service","DSL","No","Yes","Yes","Yes","Yes","Yes","Two year","No","Bank transfer (automatic)",57.8,4039.3,0,0,"No",0.00594833237658558,"Low Risk"
"5642-MHDQT","Female",0,"Yes","Yes",53,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","Yes","Bank transfer (automatic)",19.85,1039.45,0,0,"No",0.0143182344961584,"Low Risk"
"3088-FVYWK","Male",0,"Yes","Yes",53,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Credit card (automatic)",25.55,1336.1,0,0,"No",0.00427320389902079,"Low Risk"
"3276-HDUEG","Female",0,"No","No",1,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",75.05,75.05,0,0,"Yes",0.550535427638557,"High Risk"
"9092-GDZKO","Male",0,"No","No",22,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Credit card (automatic)",24.85,493.4,0,0,"No",0.170696406978801,"Low Risk"
"0823-HSCDJ","Male",1,"No","No",52,"No","No phone service","DSL","No","Yes","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",49.15,2550.9,0,5,"Yes",0.129854198356971,"Low Risk"
"3729-OWRVL","Male",1,"No","No",65,"Yes","Yes","Fiber optic","Yes","No","Yes","Yes","Yes","Yes","Two year","Yes","Electronic check",110.35,7246.15,0,0,"No",0.107971114214726,"Low Risk"
"2324-AALNO","Female",0,"No","No",48,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Bank transfer (automatic)",24.55,1203.95,3,0,"No",0.0137642093164357,"Low Risk"
"0822-GAVAP","Female",0,"No","No",2,"No","No phone service","DSL","No","No","No","No","No","Yes","Month-to-month","Yes","Electronic check",34.7,62.25,0,0,"Yes",0.517805486362978,"High Risk"
"5760-IFJOZ","Male",0,"No","No",3,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","Month-to-month","No","Mailed check",107.95,313.6,0,0,"No",0.569252746424061,"High Risk"
"2826-UWHIS","Male",0,"Yes","No",45,"Yes","Yes","Fiber optic","No","Yes","No","No","No","No","Month-to-month","No","Bank transfer (automatic)",81.4,3775.85,3,2,"No",0.187628647272391,"Low Risk"
"1448-PWKYE","Male",0,"Yes","Yes",1,"Yes","No","Fiber optic","No","No","No","No","No","Yes","Month-to-month","No","Electronic check",80,80,0,0,"Yes",0.618489644539779,"High Risk"
"7501-IWUNG","Female",0,"Yes","Yes",61,"Yes","No","DSL","No","No","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)",73.8,4616.05,3,0,"No",0.0244685299890769,"Low Risk"
"4957-TREIR","Male",0,"No","No",3,"Yes","No","DSL","Yes","No","No","Yes","Yes","No","Month-to-month","Yes","Credit card (automatic)",64.4,195.65,0,0,"No",0.538445641931572,"High Risk"
"7251-LJBQN","Female",1,"No","No",40,"Yes","Yes","Fiber optic","No","No","Yes","Yes","Yes","Yes","One year","Yes","Credit card (automatic)",103.75,4188.4,1,0,"No",0.249496676649583,"Low Risk"
"8040-MNRTF","Female",0,"No","No",1,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Mailed check",71.1,71.1,2,0,"No",0.418105143559219,"Moderate Risk"
"1536-HBSWP","Female",0,"No","No",1,"Yes","No","DSL","No","No","No","Yes","No","No","Month-to-month","Yes","Electronic check",49.9,49.9,0,0,"No",0.59823271153924,"High Risk"
"5313-FPXWG","Male",0,"No","No",51,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","Yes","Bank transfer (automatic)",24.6,1266.4,0,0,"No",0.0185742334592697,"Low Risk"
"0067-DKWBL","Male",1,"No","No",2,"Yes","No","DSL","Yes","No","No","No","No","No","Month-to-month","Yes","Electronic check",49.25,91.1,2,0,"Yes",0.584061826116985,"High Risk"
"0946-FKYTX","Male",0,"No","No",52,"No","No phone service","DSL","No","Yes","No","No","No","No","One year","No","Mailed check",30.1,1623.4,0,0,"No",0.0108143360309648,"Low Risk"
"5076-YVXCM","Male",0,"No","No",51,"Yes","Yes","Fiber optic","No","No","No","No","No","Yes","Month-to-month","No","Bank transfer (automatic)",83.4,4149.45,3,0,"No",0.157517667159118,"Low Risk"
"8262-COGGB","Male",0,"No","No",1,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Mailed check",20.45,20.45,0,0,"No",0.312420368624497,"Moderate Risk"
"6663-JOCQO","Male",0,"Yes","Yes",31,"Yes","Yes","DSL","Yes","Yes","No","Yes","No","Yes","One year","Yes","Bank transfer (automatic)",75.25,2344.5,5,0,"No",0.168704313610149,"Low Risk"
"9620-QJREV","Male",0,"No","Yes",47,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Credit card (automatic)",20.55,1013.05,5,4,"No",0.0128884720550631,"Low Risk"
"2276-YDAVZ","Female",0,"No","No",3,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Credit card (automatic)",75.1,270.7,0,0,"Yes",0.590547128123702,"High Risk"
"2682-KEVRP","Female",1,"No","No",22,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","Yes","Mailed check",20.05,417,0,0,"No",0.0564873508999076,"Low Risk"
"2480-JZOSN","Female",0,"Yes","No",1,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Mailed check",20.65,20.65,3,0,"No",0.31320120321438,"Moderate Risk"
"0078-XZMHT","Male",0,"Yes","No",72,"Yes","Yes","DSL","No","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)",85.15,6316.2,0,0,"No",0.0252166611969094,"Low Risk"
"5896-NPFWW","Male",0,"Yes","Yes",3,"Yes","No","DSL","No","No","Yes","No","No","No","Month-to-month","Yes","Electronic check",50.15,168.15,0,0,"Yes",0.578952612975695,"High Risk"
"9978-HYCIN","Male",1,"Yes","Yes",47,"Yes","No","Fiber optic","No","Yes","No","No","Yes","No","One year","Yes","Bank transfer (automatic)",84.95,4018.05,4,0,"No",0.130917056250381,"Low Risk"
"8338-QIUNR","Male",0,"Yes","Yes",72,"Yes","Yes","DSL","Yes","No","Yes","Yes","No","No","Two year","Yes","Credit card (automatic)",66.5,4811.6,0,0,"No",0.0120657958418816,"Low Risk"
"1525-LNLOJ","Male",0,"Yes","Yes",66,"Yes","Yes","DSL","No","No","Yes","No","Yes","No","Two year","Yes","Bank transfer (automatic)",63.3,4189.7,0,0,"No",0.0136078781179871,"Low Risk"
"9450-TRJUU","Male",0,"No","No",35,"Yes","Yes","Fiber optic","No","No","No","No","Yes","No","Month-to-month","No","Electronic check",83.15,2848.45,0,0,"No",0.336151609859838,"Moderate Risk"
"1766-GKNMI","Male",0,"No","No",29,"Yes","Yes","Fiber optic","No","No","No","No","No","Yes","Month-to-month","Yes","Electronic check",84.9,2516.2,0,0,"No",0.517740652571927,"High Risk"
"6942-LBFDP","Female",0,"No","No",2,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Mailed check",20.55,33.6,0,0,"No",0.301153467203484,"Moderate Risk"
"1456-TWCGB","Male",0,"No","No",4,"Yes","No","DSL","No","Yes","No","No","No","No","Month-to-month","No","Mailed check",49.25,208.45,0,0,"No",0.297634768659592,"Moderate Risk"
"7133-VBDCG","Female",0,"No","No",25,"Yes","No","Fiber optic","Yes","Yes","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",79.85,2015.35,3,2,"Yes",0.413272000281471,"Moderate Risk"
"7596-ZYWBB","Female",0,"No","No",65,"Yes","No","DSL","Yes","Yes","No","Yes","No","No","Two year","Yes","Mailed check",59.6,3739.8,0,2,"No",0.00955100543954411,"Low Risk"
"8329-UTMVM","Male",1,"No","No",27,"Yes","Yes","Fiber optic","No","Yes","No","Yes","Yes","Yes","One year","Yes","Bank transfer (automatic)",104.65,2964,0,0,"No",0.339850870205702,"Moderate Risk"
"3014-WJKSM","Male",0,"Yes","No",29,"Yes","No","Fiber optic","No","No","Yes","No","No","No","Month-to-month","Yes","Credit card (automatic)",75.3,2263.4,0,0,"No",0.354911029391518,"Moderate Risk"
"3347-YJZZE","Male",0,"Yes","Yes",29,"Yes","Yes","DSL","No","Yes","Yes","No","Yes","Yes","Month-to-month","No","Credit card (automatic)",80.1,2211.8,0,0,"No",0.27138706392695,"Moderate Risk"
"1029-QFBEN","Male",0,"No","No",1,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",19.55,19.55,0,0,"Yes",0.21980140116411,"Low Risk"
"7929-DMBCV","Female",0,"Yes","No",20,"Yes","No","Fiber optic","No","No","Yes","Yes","No","No","Month-to-month","Yes","Mailed check",81,1683.7,0,0,"No",0.412059056534217,"Moderate Risk"
"9661-JALZV","Female",0,"No","No",58,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","Yes","Credit card (automatic)",24.7,1519,0,0,"No",0.00524037705675679,"Low Risk"
"5433-KYGHE","Female",0,"No","Yes",14,"Yes","Yes","Fiber optic","Yes","No","No","Yes","No","No","Month-to-month","Yes","Mailed check",86,1164.05,0,0,"No",0.48516764848077,"Moderate Risk"
"4312-KFRXN","Male",0,"Yes","No",72,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check",25.4,1710.9,0,0,"No",0.00124786732159801,"Low Risk"
"5575-TPIZQ","Male",0,"No","No",46,"Yes","Yes","Fiber optic","Yes","No","No","No","Yes","No","Month-to-month","Yes","Credit card (automatic)",89.15,4245.55,0,0,"No",0.311233300753146,"Moderate Risk"
"0114-IGABW","Female",0,"Yes","No",71,"No","No phone service","DSL","No","Yes","Yes","Yes","Yes","Yes","Two year","No","Bank transfer (automatic)",58.25,4145.9,4,0,"No",0.00582620623258653,"Low Risk"
"9944-AEXBM","Male",0,"No","No",32,"Yes","Yes","Fiber optic","No","No","No","No","No","Yes","Month-to-month","Yes","Bank transfer (automatic)",85.65,2664.3,0,0,"No",0.38318785262057,"Moderate Risk"
"1853-ARAAQ","Female",0,"No","No",26,"No","No phone service","DSL","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Credit card (automatic)",50.35,1277.5,0,0,"No",0.242079268000624,"Low Risk"
"6952-OMNWB","Male",1,"Yes","No",68,"Yes","Yes","Fiber optic","No","No","Yes","No","No","No","Month-to-month","Yes","Credit card (automatic)",80.35,5589.3,0,3,"No",0.134122625381712,"Low Risk"
"4697-LUPSU","Male",0,"Yes","Yes",2,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Mailed check",20.2,34.75,0,0,"No",0.0986673908952388,"Low Risk"
"8434-VGEQQ","Male",0,"Yes","Yes",61,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Credit card (automatic)",20.55,1305.95,0,0,"No",0.00243308536205463,"Low Risk"
"4952-YSOGZ","Female",0,"Yes","Yes",4,"Yes","Yes","Fiber optic","No","No","No","No","No","Yes","Month-to-month","Yes","Electronic check",85.95,381.3,0,0,"Yes",0.722990588916773,"High Risk"
